tracking_id,order_ref,carrier,last_scan,last_scan_at,scan_location
KW-TRK-0000565,KW-O-000565,IndiaPost,delivered,2026-07-16T08:20,Nicolemouth
KW-TRK-0000566,KW-O-000566,Ecom Express,out_for_delivery,2026-07-19T15:08,South Susan
KW-TRK-0000567,KW-O-000567,IndiaPost,delivered,2026-06-30T08:26,East Penny
KW-TRK-0000568,KW-O-000568,Ecom Express,in_transit,2026-06-17T18:24,West Nathanielstad
KW-TRK-0000569,KW-O-000569,Ecom Express,delivery_attempted,2026-06-17T09:26,Blankenshipchester
KW-TRK-0000570,KW-O-000570,Delhivery,out_for_delivery,2026-06-03T13:01,New Kellyhaven
KW-TRK-0000571,KW-O-000571,XpressBees,exception,2026-06-22T07:52,Williamsfort
KW-TRK-0000572,KW-O-000572,Ecom Express,delivery_attempted,2026-06-27T06:25,West Markport
KW-TRK-0000573,KW-O-000573,Ecom Express,out_for_delivery,2026-07-29T11:20,North Victoria
KW-TRK-0000574,KW-O-000574,XpressBees,exception,2026-07-09T21:56,Lake Jennifer
KW-TRK-0000575,KW-O-000575,Bluedart,out_for_delivery,2026-07-22T15:34,Brianhaven
KW-TRK-0000576,KW-O-000576,Bluedart,delivery_attempted,2026-06-09T16:09,Lake Adriana
KW-TRK-0000577,KW-O-000577,XpressBees,exception,2026-07-08T21:20,South Richardmouth
KW-TRK-0000578,KW-O-000578,Bluedart,exception,2026-07-14T08:51,Christyport
KW-TRK-0000579,KW-O-000579,XpressBees,returned_to_origin,2026-06-22T00:40,Brenthaven
KW-TRK-0000580,KW-O-000580,XpressBees,returned_to_origin,2026-06-27T21:49,South Katherinechester
KW-TRK-0000581,KW-O-000581,Ecom Express,in_transit,2026-06-05T23:04,Lake Kimberlyshire
KW-TRK-0000582,KW-O-000582,IndiaPost,exception,2026-07-23T18:18,East Sarahfurt
KW-TRK-0000583,KW-O-000583,Delhivery,returned_to_origin,2026-06-17T03:05,Donnamouth
KW-TRK-0000584,KW-O-000584,XpressBees,out_for_delivery,2026-06-09T05:31,Douglasborough
KW-TRK-0000585,KW-O-000585,IndiaPost,out_for_delivery,2026-07-28T21:39,New Patrickfurt
KW-TRK-0000586,KW-O-000586,XpressBees,exception,2026-07-09T01:08,North Bradley
KW-TRK-0000587,KW-O-000587,Bluedart,delivered,2026-06-20T09:20,East Jamesshire
KW-TRK-0000588,KW-O-000588,IndiaPost,returned_to_origin,2026-07-08T14:45,South Lauren
KW-TRK-0000589,KW-O-000589,IndiaPost,in_transit,2026-06-07T22:21,South Amy
KW-TRK-0000590,KW-O-000590,Delhivery,delivery_attempted,2026-06-20T21:14,Veronicaborough
KW-TRK-0000591,KW-O-000591,Bluedart,delivered,2026-07-08T22:33,North Frankton
KW-TRK-0000592,KW-O-000592,XpressBees,delivered,2026-07-12T16:24,Jessicaland
KW-TRK-0000593,KW-O-000593,Delhivery,delivered,2026-06-05T17:32,South Rose
KW-TRK-0000594,KW-O-000594,XpressBees,delivery_attempted,2026-07-31T22:33,Lake Trevor
KW-TRK-0000595,KW-O-000595,Ecom Express,in_transit,2026-06-15T23:37,Lake Stevemouth
KW-TRK-0000596,KW-O-000596,Delhivery,delivered,2026-06-18T16:43,Melissaview
KW-TRK-0000597,KW-O-000597,XpressBees,returned_to_origin,2026-07-25T09:58,Crystalmouth
KW-TRK-0000598,KW-O-000598,XpressBees,returned_to_origin,2026-06-02T12:53,Lake Evelyn
KW-TRK-0000599,KW-O-000599,XpressBees,returned_to_origin,2026-07-22T18:20,Lindabury
KW-TRK-0000600,KW-O-000600,IndiaPost,in_transit,2026-07-23T09:00,Port Andrew
KW-TRK-0000601,KW-O-000601,Bluedart,in_transit,2026-06-02T17:26,Nelsonhaven
KW-TRK-0000602,KW-O-000602,IndiaPost,in_transit,2026-06-29T18:54,Victorfurt
KW-TRK-0000603,KW-O-000603,XpressBees,exception,2026-06-19T07:25,New Kevinview
KW-TRK-0000604,KW-O-000604,Delhivery,exception,2026-07-11T05:39,Port Earlbury
KW-TRK-0000605,KW-O-000605,Bluedart,out_for_delivery,2026-07-12T13:40,East Steven
KW-TRK-0000606,KW-O-000606,XpressBees,in_transit,2026-07-21T15:46,North Heidi
KW-TRK-0000607,KW-O-000607,Ecom Express,returned_to_origin,2026-07-21T11:06,Robertfurt
KW-TRK-0000608,KW-O-000608,Ecom Express,delivered,2026-06-28T18:47,Knightport
KW-TRK-0000609,KW-O-000609,Delhivery,delivery_attempted,2026-06-15T10:00,East Franciscofort
KW-TRK-0000610,KW-O-000610,Bluedart,out_for_delivery,2026-06-19T05:57,Port Leeton
KW-TRK-0000611,KW-O-000611,IndiaPost,exception,2026-07-20T08:55,Sullivanchester
KW-TRK-0000612,KW-O-000612,IndiaPost,delivery_attempted,2026-06-22T23:57,South Thomas
KW-TRK-0000613,KW-O-000613,XpressBees,out_for_delivery,2026-06-09T10:18,West Sharonville
KW-TRK-0000614,KW-O-000614,XpressBees,in_transit,2026-07-21T08:06,Joefort
KW-TRK-0000615,KW-O-000615,Bluedart,delivered,2026-06-24T23:46,Chapmanfurt
KW-TRK-0000616,KW-O-000616,XpressBees,delivered,2026-06-25T17:51,Atkinsonport
KW-TRK-0000617,KW-O-000617,Bluedart,returned_to_origin,2026-07-17T21:47,New Linda
KW-TRK-0000618,KW-O-000618,XpressBees,delivery_attempted,2026-07-04T08:40,Erikmouth
KW-TRK-0000619,KW-O-000619,IndiaPost,returned_to_origin,2026-06-27T18:09,Castanedaville
KW-TRK-0000620,KW-O-000620,Delhivery,in_transit,2026-07-26T06:59,North Lauratown
KW-TRK-0000621,KW-O-000621,Bluedart,returned_to_origin,2026-06-05T13:46,New Roy
KW-TRK-0000622,KW-O-000622,Bluedart,returned_to_origin,2026-07-18T06:03,Port Lindseyberg
KW-TRK-0000623,KW-O-000623,Ecom Express,delivery_attempted,2026-06-18T12:06,North Thomaston
KW-TRK-0000624,KW-O-000624,XpressBees,in_transit,2026-06-24T13:12,West Tonya
KW-TRK-0000625,KW-O-000625,Bluedart,in_transit,2026-06-17T20:38,Erikastad
KW-TRK-0000626,KW-O-000626,IndiaPost,delivered,2026-07-15T04:03,North Frederickport
KW-TRK-0000627,KW-O-000627,Ecom Express,delivery_attempted,2026-06-03T02:10,Craigshire
KW-TRK-0000628,KW-O-000628,Delhivery,in_transit,2026-06-15T02:35,North Christinaborough
KW-TRK-0000629,KW-O-000629,Delhivery,in_transit,2026-06-15T06:45,South Madison
KW-TRK-0000630,KW-O-000630,Bluedart,delivery_attempted,2026-07-23T14:55,Rodriguezshire
KW-TRK-0000631,KW-O-000631,Bluedart,delivery_attempted,2026-06-04T00:31,Christinahaven
KW-TRK-0000632,KW-O-000632,Ecom Express,out_for_delivery,2026-06-26T02:43,Port Cheyenneberg
KW-TRK-0000633,KW-O-000633,Delhivery,delivery_attempted,2026-07-02T22:20,South Catherineview
KW-TRK-0000634,KW-O-000634,XpressBees,returned_to_origin,2026-07-25T21:52,Lake Kimberly
KW-TRK-0000635,KW-O-000635,Bluedart,in_transit,2026-07-24T03:07,South Catherineport
KW-TRK-0000636,KW-O-000636,Ecom Express,returned_to_origin,2026-06-18T13:34,South Melissaburgh
KW-TRK-0000637,KW-O-000637,Bluedart,delivery_attempted,2026-06-23T14:28,Patrickstad
KW-TRK-0000638,KW-O-000638,Bluedart,delivered,2026-06-13T16:06,Kellyfurt
KW-TRK-0000639,KW-O-000639,IndiaPost,delivered,2026-06-15T00:35,Romanbury
KW-TRK-0000640,KW-O-000640,IndiaPost,out_for_delivery,2026-07-10T20:18,Elizabethborough
KW-TRK-0000641,KW-O-000641,Bluedart,returned_to_origin,2026-07-27T08:52,South Eduardo
KW-TRK-0000642,KW-O-000642,Bluedart,in_transit,2026-07-28T04:22,North Christopher
KW-TRK-0000643,KW-O-000643,Ecom Express,out_for_delivery,2026-06-11T18:42,East Danielmouth
KW-TRK-0000644,KW-O-000644,Bluedart,in_transit,2026-06-09T02:48,East Jennifer
KW-TRK-0000645,KW-O-000645,IndiaPost,returned_to_origin,2026-06-19T22:27,Kayleemouth
KW-TRK-0000646,KW-O-000646,Ecom Express,in_transit,2026-06-24T06:27,Lake Timothy
KW-TRK-0000647,KW-O-000647,IndiaPost,exception,2026-06-18T20:53,Martinezside
KW-TRK-0000648,KW-O-000648,Delhivery,out_for_delivery,2026-07-25T02:47,Sharonborough
KW-TRK-0000649,KW-O-000649,Bluedart,in_transit,2026-06-23T06:45,Douglasstad
KW-TRK-0000650,KW-O-000650,IndiaPost,in_transit,2026-06-19T12:34,South James
KW-TRK-0000651,KW-O-000651,Bluedart,returned_to_origin,2026-07-26T17:57,North Anthonyview
KW-TRK-0000652,KW-O-000652,Bluedart,returned_to_origin,2026-07-02T15:23,Lopezfort
KW-TRK-0000653,KW-O-000653,Bluedart,in_transit,2026-06-29T07:02,Barrettfurt
KW-TRK-0000654,KW-O-000654,IndiaPost,returned_to_origin,2026-07-09T23:58,Shannonmouth
KW-TRK-0000655,KW-O-000655,Bluedart,exception,2026-06-25T07:26,Barrettshire
KW-TRK-0000656,KW-O-000656,IndiaPost,in_transit,2026-07-17T13:31,North Misty
KW-TRK-0000657,KW-O-000657,IndiaPost,out_for_delivery,2026-07-20T00:56,West Robert
KW-TRK-0000658,KW-O-000658,Delhivery,in_transit,2026-06-29T18:53,Hutchinsonmouth
KW-TRK-0000659,KW-O-000659,Ecom Express,in_transit,2026-07-27T20:28,North Nicole
KW-TRK-0000660,KW-O-000660,XpressBees,in_transit,2026-07-14T12:04,New Cassandra
KW-TRK-0000661,KW-O-000661,Delhivery,exception,2026-07-06T10:29,Rebeccaburgh
KW-TRK-0000662,KW-O-000662,Delhivery,out_for_delivery,2026-06-22T10:54,Johnsontown
KW-TRK-0000663,KW-O-000663,Ecom Express,in_transit,2026-06-13T06:03,Jenniferstad
KW-TRK-0000664,KW-O-000664,IndiaPost,exception,2026-06-20T13:53,Aaronfort
KW-TRK-0000665,KW-O-000665,IndiaPost,out_for_delivery,2026-07-03T23:22,East Dylan
KW-TRK-0000666,KW-O-000666,Bluedart,in_transit,2026-07-02T16:43,Alyssahaven
KW-TRK-0000667,KW-O-000667,XpressBees,delivered,2026-07-09T01:29,South Kayla
KW-TRK-0000668,KW-O-000668,Bluedart,delivery_attempted,2026-06-26T02:09,South Tamarashire
KW-TRK-0000669,KW-O-000669,Bluedart,delivered,2026-06-09T14:52,Ambermouth
KW-TRK-0000670,KW-O-000670,Ecom Express,in_transit,2026-06-22T11:12,West Marvinchester
KW-TRK-0000671,KW-O-000671,Delhivery,exception,2026-06-14T13:36,South Mariachester
KW-TRK-0000672,KW-O-000672,Bluedart,returned_to_origin,2026-07-10T19:17,Sloanshire
KW-TRK-0000673,KW-O-000673,IndiaPost,out_for_delivery,2026-06-07T17:24,West Mary
KW-TRK-0000674,KW-O-000674,XpressBees,out_for_delivery,2026-06-30T20:42,South Joseph
KW-TRK-0000675,KW-O-000675,Bluedart,delivery_attempted,2026-07-02T09:57,Port Jeromeshire
KW-TRK-0000676,KW-O-000676,Bluedart,exception,2026-06-21T22:36,Ralphtown
KW-TRK-0000677,KW-O-000677,Ecom Express,returned_to_origin,2026-07-13T02:45,North Jeffrey
KW-TRK-0000678,KW-O-000678,IndiaPost,delivered,2026-06-25T13:34,Allentown
KW-TRK-0000679,KW-O-000679,Delhivery,returned_to_origin,2026-06-07T05:14,Williamsland
KW-TRK-0000680,KW-O-000680,Delhivery,delivery_attempted,2026-06-24T05:57,Amandaside
KW-TRK-0000681,KW-O-000681,XpressBees,delivered,2026-07-19T00:40,Smithport
KW-TRK-0000682,KW-O-000682,Ecom Express,out_for_delivery,2026-06-23T20:37,South Vanessaborough
KW-TRK-0000683,KW-O-000683,XpressBees,in_transit,2026-07-29T11:14,Kimberlybury
KW-TRK-0000684,KW-O-000684,Ecom Express,returned_to_origin,2026-06-04T06:16,Castromouth
KW-TRK-0000685,KW-O-000685,Bluedart,in_transit,2026-07-26T00:41,New Diana
KW-TRK-0000686,KW-O-000686,Ecom Express,in_transit,2026-07-10T10:04,Lake Rubenmouth
KW-TRK-0000687,KW-O-000687,Delhivery,exception,2026-07-08T23:55,South Andrew
KW-TRK-0000688,KW-O-000688,IndiaPost,delivered,2026-06-06T15:03,Lake Jessica
KW-TRK-0000689,KW-O-000689,Bluedart,exception,2026-07-02T11:32,Lake Kelly
KW-TRK-0000690,KW-O-000690,IndiaPost,returned_to_origin,2026-06-25T18:57,Robertchester
KW-TRK-0000691,KW-O-000691,Bluedart,delivered,2026-07-10T08:51,Lake Frank
KW-TRK-0000692,KW-O-000692,Ecom Express,in_transit,2026-06-04T02:27,Port Sarahport
KW-TRK-0000693,KW-O-000693,Delhivery,returned_to_origin,2026-06-27T04:45,North Tonyaville
KW-TRK-0000694,KW-O-000694,Ecom Express,delivered,2026-07-21T23:24,East Cameronview
KW-TRK-0000695,KW-O-000695,Ecom Express,delivery_attempted,2026-06-30T07:05,North Kathy
KW-TRK-0000696,KW-O-000696,Delhivery,in_transit,2026-06-11T20:36,Davidside
KW-TRK-0000697,KW-O-000697,XpressBees,in_transit,2026-07-30T09:59,Dixonfort
KW-TRK-0000698,KW-O-000698,Bluedart,out_for_delivery,2026-06-23T02:44,Kristenstad
KW-TRK-0000699,KW-O-000699,Delhivery,in_transit,2026-06-11T14:11,West Gregoryborough
KW-TRK-0000700,KW-O-000700,IndiaPost,delivered,2026-06-12T14:02,Jessicaland
KW-TRK-0000701,KW-O-000701,XpressBees,returned_to_origin,2026-07-25T12:52,East Dustinburgh
KW-TRK-0000702,KW-O-000702,XpressBees,in_transit,2026-07-11T18:58,South Vickie
KW-TRK-0000703,KW-O-000703,Bluedart,returned_to_origin,2026-06-13T06:11,Anthonyfurt
KW-TRK-0000704,KW-O-000704,IndiaPost,delivered,2026-06-05T12:21,Garciahaven
KW-TRK-0000705,KW-O-000705,IndiaPost,delivered,2026-06-14T00:35,Lewisborough
KW-TRK-0000706,KW-O-000706,XpressBees,out_for_delivery,2026-07-10T05:29,Ayalaland
KW-TRK-0000707,KW-O-000707,IndiaPost,delivery_attempted,2026-07-06T18:37,Port Diane
KW-TRK-0000708,KW-O-000708,Bluedart,delivered,2026-07-11T07:57,Grantmouth
KW-TRK-0000709,KW-O-000709,Bluedart,delivery_attempted,2026-06-17T20:38,Morrisstad
KW-TRK-0000710,KW-O-000710,Delhivery,exception,2026-07-22T09:30,North Benjamin
KW-TRK-0000711,KW-O-000711,Ecom Express,out_for_delivery,2026-07-31T00:38,North Ashley
KW-TRK-0000712,KW-O-000712,IndiaPost,delivered,2026-07-13T15:15,Lake Sarahmouth
KW-TRK-0000713,KW-O-000713,XpressBees,exception,2026-07-26T13:27,Bradytown
KW-TRK-0000714,KW-O-000714,IndiaPost,out_for_delivery,2026-06-03T08:40,Michelleland
KW-TRK-0000715,KW-O-000715,Delhivery,in_transit,2026-06-27T08:03,Port Cody
KW-TRK-0000716,KW-O-000716,XpressBees,delivery_attempted,2026-06-10T04:11,New Derekfort
KW-TRK-0000717,KW-O-000717,Bluedart,out_for_delivery,2026-07-09T14:30,Davidton
KW-TRK-0000718,KW-O-000718,Ecom Express,out_for_delivery,2026-06-29T23:28,Johnside
KW-TRK-0000719,KW-O-000719,IndiaPost,delivery_attempted,2026-07-01T01:13,Carterville
KW-TRK-0000720,KW-O-000720,Bluedart,delivered,2026-06-30T16:10,West Elizabethberg
KW-TRK-0000721,KW-O-000721,Delhivery,exception,2026-07-17T21:53,Lisaberg
KW-TRK-0000722,KW-O-000722,Bluedart,exception,2026-07-28T21:15,Matthewchester
KW-TRK-0000723,KW-O-000723,IndiaPost,delivered,2026-07-05T02:32,New Michaelfort
KW-TRK-0000724,KW-O-000724,Delhivery,in_transit,2026-07-01T04:06,Joannachester
KW-TRK-0000725,KW-O-000725,Ecom Express,returned_to_origin,2026-07-08T02:58,North Tinamouth
KW-TRK-0000726,KW-O-000726,Ecom Express,in_transit,2026-07-26T17:44,Lake Christopher
KW-TRK-0000727,KW-O-000727,Bluedart,in_transit,2026-06-16T11:13,New Carrie
KW-TRK-0000728,KW-O-000728,XpressBees,in_transit,2026-07-13T18:53,West Danielview
KW-TRK-0000729,KW-O-000729,XpressBees,delivered,2026-07-01T23:43,Lucasville
KW-TRK-0000730,KW-O-000730,IndiaPost,out_for_delivery,2026-07-02T23:19,New Jason
KW-TRK-0000731,KW-O-000731,IndiaPost,delivered,2026-06-15T12:06,East Brandonport
KW-TRK-0000732,KW-O-000732,IndiaPost,exception,2026-06-15T20:53,Port Jennifershire
KW-TRK-0000733,KW-O-000733,XpressBees,delivered,2026-06-22T02:19,Rebeccaport
KW-TRK-0000734,KW-O-000734,IndiaPost,exception,2026-06-11T09:19,South Karenton
KW-TRK-0000735,KW-O-000735,Bluedart,returned_to_origin,2026-06-04T18:47,Samanthachester
KW-TRK-0000736,KW-O-000736,XpressBees,returned_to_origin,2026-06-17T20:37,Lake Mathewton
KW-TRK-0000737,KW-O-000737,Ecom Express,delivered,2026-06-07T21:05,North Clinton
KW-TRK-0000738,KW-O-000738,XpressBees,in_transit,2026-06-28T00:26,North Patriciaton
KW-TRK-0000739,KW-O-000739,IndiaPost,exception,2026-07-01T05:21,Pachecofurt
KW-TRK-0000740,KW-O-000740,IndiaPost,in_transit,2026-06-17T00:32,West Erikside
KW-TRK-0000741,KW-O-000741,Delhivery,delivery_attempted,2026-06-02T23:03,North Matthew
KW-TRK-0000742,KW-O-000742,IndiaPost,delivered,2026-06-13T06:47,Lake Samantha
KW-TRK-0000743,KW-O-000743,IndiaPost,in_transit,2026-07-13T22:03,Lake Lisafort
KW-TRK-0000744,KW-O-000744,Bluedart,out_for_delivery,2026-06-19T05:11,Lake Jean
KW-TRK-0000745,KW-O-000745,Ecom Express,out_for_delivery,2026-07-04T23:03,Lake Susan
KW-TRK-0000746,KW-O-000746,Ecom Express,out_for_delivery,2026-06-10T04:01,South Adam
KW-TRK-0000747,KW-O-000747,Delhivery,delivered,2026-06-11T10:25,Barbaraborough
KW-TRK-0000748,KW-O-000748,IndiaPost,delivery_attempted,2026-06-20T11:31,Kelleyton
KW-TRK-0000749,KW-O-000749,Delhivery,returned_to_origin,2026-06-05T02:37,Clarkfurt
KW-TRK-0000750,KW-O-000750,XpressBees,delivered,2026-07-01T10:06,Port Allison
KW-TRK-0000751,KW-O-000751,Bluedart,delivery_attempted,2026-07-08T07:06,Derekshire
KW-TRK-0000752,KW-O-000752,Ecom Express,exception,2026-06-05T10:35,Bartlettport
KW-TRK-0000753,KW-O-000753,Bluedart,delivery_attempted,2026-06-26T09:18,Johnville
KW-TRK-0000754,KW-O-000754,IndiaPost,returned_to_origin,2026-06-05T21:17,Scottfort
KW-TRK-0000755,KW-O-000755,Ecom Express,returned_to_origin,2026-06-28T09:51,North Richardborough
KW-TRK-0000756,KW-O-000756,XpressBees,out_for_delivery,2026-07-26T03:14,Hayleyshire
KW-TRK-0000757,KW-O-000757,Bluedart,delivery_attempted,2026-06-20T14:54,Port Danielle
KW-TRK-0000758,KW-O-000758,XpressBees,out_for_delivery,2026-06-22T21:20,Lake Johnton
KW-TRK-0000759,KW-O-000759,XpressBees,exception,2026-07-11T19:17,East Julie
KW-TRK-0000760,KW-O-000760,XpressBees,exception,2026-06-12T09:45,Lake Ralphborough
KW-TRK-0000761,KW-O-000761,Bluedart,returned_to_origin,2026-06-18T06:17,Susanshire
KW-TRK-0000762,KW-O-000762,XpressBees,delivery_attempted,2026-07-06T17:45,Lake Jasonville
KW-TRK-0000763,KW-O-000763,IndiaPost,in_transit,2026-06-15T15:20,South Danielborough
KW-TRK-0000764,KW-O-000764,Bluedart,delivery_attempted,2026-06-30T00:50,Thomasville
KW-TRK-0000765,KW-O-000765,IndiaPost,delivered,2026-07-12T01:33,Markchester
KW-TRK-0000766,KW-O-000766,IndiaPost,delivery_attempted,2026-06-27T14:10,Kellerview
KW-TRK-0000767,KW-O-000767,IndiaPost,returned_to_origin,2026-07-06T21:36,Alvaradoberg
KW-TRK-0000768,KW-O-000768,IndiaPost,out_for_delivery,2026-07-04T12:02,South Michael
KW-TRK-0000769,KW-O-000769,Bluedart,returned_to_origin,2026-06-27T18:18,South Tracy
KW-TRK-0000770,KW-O-000770,Ecom Express,in_transit,2026-06-09T22:11,Samuelview
KW-TRK-0000771,KW-O-000771,Ecom Express,out_for_delivery,2026-07-28T01:34,South Steventon
KW-TRK-0000772,KW-O-000772,XpressBees,returned_to_origin,2026-06-17T10:44,Lake Stephenport
KW-TRK-0000773,KW-O-000773,Ecom Express,delivery_attempted,2026-06-03T21:22,South Daniel
KW-TRK-0000774,KW-O-000774,XpressBees,returned_to_origin,2026-06-18T22:36,Donaldview
KW-TRK-0000775,KW-O-000775,XpressBees,delivery_attempted,2026-06-14T00:10,South Kayla
KW-TRK-0000776,KW-O-000776,Bluedart,out_for_delivery,2026-07-22T22:56,Floydhaven
KW-TRK-0000777,KW-O-000777,Ecom Express,exception,2026-07-04T21:28,New Shawnport
KW-TRK-0000778,KW-O-000778,Bluedart,delivered,2026-06-25T12:33,South James
KW-TRK-0000779,KW-O-000779,XpressBees,exception,2026-06-17T05:48,Maryfurt
KW-TRK-0000780,KW-O-000780,Ecom Express,exception,2026-07-04T18:15,Ethanbury
KW-TRK-0000781,KW-O-000781,Delhivery,in_transit,2026-06-26T06:29,Conwaytown
KW-TRK-0000782,KW-O-000782,Delhivery,exception,2026-07-24T22:47,Lake Todd
KW-TRK-0000783,KW-O-000783,IndiaPost,delivered,2026-07-27T04:11,New William
KW-TRK-0000784,KW-O-000784,Bluedart,returned_to_origin,2026-06-14T05:42,North Joseph
KW-TRK-0000785,KW-O-000785,XpressBees,returned_to_origin,2026-06-05T19:18,Alexaville
KW-TRK-0000786,KW-O-000786,Ecom Express,out_for_delivery,2026-07-23T20:11,Michellehaven
KW-TRK-0000787,KW-O-000787,Delhivery,returned_to_origin,2026-06-06T12:30,Julietown
KW-TRK-0000788,KW-O-000788,Ecom Express,out_for_delivery,2026-06-03T20:12,New Susanville
KW-TRK-0000789,KW-O-000789,IndiaPost,delivery_attempted,2026-06-23T16:02,West Johnny
KW-TRK-0000790,KW-O-000790,Bluedart,exception,2026-07-24T22:14,Port Susan
KW-TRK-0000791,KW-O-000791,Delhivery,in_transit,2026-06-24T09:56,Lake Tyler
KW-TRK-0000792,KW-O-000792,XpressBees,returned_to_origin,2026-06-30T11:36,East Susanmouth
KW-TRK-0000793,KW-O-000793,Bluedart,in_transit,2026-07-14T04:45,Bradleytown
KW-TRK-0000794,KW-O-000794,IndiaPost,delivery_attempted,2026-07-11T09:22,Leeville
KW-TRK-0000795,KW-O-000795,XpressBees,out_for_delivery,2026-06-08T16:51,Jenniferchester
KW-TRK-0000796,KW-O-000796,XpressBees,exception,2026-06-14T07:39,Heatherview
KW-TRK-0000797,KW-O-000797,Bluedart,delivered,2026-06-03T14:35,Lake Richard
KW-TRK-0000798,KW-O-000798,IndiaPost,in_transit,2026-07-28T13:19,Codyfort
KW-TRK-0000799,KW-O-000799,IndiaPost,in_transit,2026-07-30T19:28,East Mark
KW-TRK-0000800,KW-O-000800,Ecom Express,delivery_attempted,2026-06-30T20:17,Michaelbury
KW-TRK-0000801,KW-O-000801,Ecom Express,delivered,2026-06-29T07:15,Trevorchester
KW-TRK-0000802,KW-O-000802,Bluedart,delivery_attempted,2026-07-29T18:21,Lake Charlesshire
KW-TRK-0000803,KW-O-000803,Bluedart,delivered,2026-06-26T09:05,East Robert
KW-TRK-0000804,KW-O-000804,XpressBees,delivery_attempted,2026-07-14T12:15,East Stuartside
KW-TRK-0000805,KW-O-000805,IndiaPost,out_for_delivery,2026-07-25T23:57,North Erinside
KW-TRK-0000806,KW-O-000806,Ecom Express,out_for_delivery,2026-06-13T16:20,Higginsbury
KW-TRK-0000807,KW-O-000807,Ecom Express,exception,2026-07-08T13:21,East Nathan
KW-TRK-0000808,KW-O-000808,IndiaPost,delivery_attempted,2026-07-13T14:24,West Alexandershire
KW-TRK-0000809,KW-O-000809,XpressBees,delivered,2026-07-30T13:51,Martinezview
KW-TRK-0000810,KW-O-000810,IndiaPost,returned_to_origin,2026-06-18T05:58,Orozcoland
KW-TRK-0000811,KW-O-000811,XpressBees,delivery_attempted,2026-06-19T20:33,Sandraville
KW-TRK-0000812,KW-O-000812,IndiaPost,out_for_delivery,2026-06-18T07:17,Port Johnside
KW-TRK-0000813,KW-O-000813,IndiaPost,out_for_delivery,2026-06-18T15:04,North Thomas
KW-TRK-0000814,KW-O-000814,Ecom Express,out_for_delivery,2026-07-19T20:30,Ambertown
KW-TRK-0000815,KW-O-000815,Bluedart,out_for_delivery,2026-08-01T03:55,Montoyaborough
KW-TRK-0000816,KW-O-000816,Bluedart,returned_to_origin,2026-06-06T06:52,Clayville
KW-TRK-0000817,KW-O-000817,Ecom Express,delivery_attempted,2026-07-11T17:52,New Brandishire
KW-TRK-0000818,KW-O-000818,Ecom Express,exception,2026-06-12T23:28,Aaronstad
KW-TRK-0000819,KW-O-000819,Ecom Express,in_transit,2026-06-25T01:15,Karenside
KW-TRK-0000820,KW-O-000820,Ecom Express,out_for_delivery,2026-06-04T10:04,North Joanne
KW-TRK-0000821,KW-O-000821,IndiaPost,delivery_attempted,2026-07-22T16:52,Lake Joshuaburgh
KW-TRK-0000822,KW-O-000822,Delhivery,out_for_delivery,2026-07-28T10:12,East Joan
KW-TRK-0000823,KW-O-000823,XpressBees,delivery_attempted,2026-07-09T17:18,East Margaret
KW-TRK-0000824,KW-O-000824,XpressBees,in_transit,2026-07-14T06:21,East Kenneth
KW-TRK-0000825,KW-O-000825,Bluedart,delivered,2026-06-10T19:08,Lake Shannonberg
KW-TRK-0000826,KW-O-000826,XpressBees,in_transit,2026-07-18T02:01,North Jessicaborough
KW-TRK-0000827,KW-O-000827,Bluedart,out_for_delivery,2026-06-28T09:32,Courtneyport
KW-TRK-0000828,KW-O-000828,Delhivery,out_for_delivery,2026-07-13T21:45,Mooreland
KW-TRK-0000829,KW-O-000829,Delhivery,delivery_attempted,2026-06-26T16:21,South Nicholas
KW-TRK-0000830,KW-O-000830,Delhivery,delivery_attempted,2026-06-26T14:06,West Austin
KW-TRK-0000831,KW-O-000831,XpressBees,in_transit,2026-06-08T22:00,Lake Megan
KW-TRK-0000832,KW-O-000832,Delhivery,in_transit,2026-07-23T09:34,Rodriguezburgh
KW-TRK-0000833,KW-O-000833,Ecom Express,out_for_delivery,2026-06-30T06:19,North Eric
KW-TRK-0000834,KW-O-000834,Bluedart,out_for_delivery,2026-07-05T19:38,South Jermaineburgh
KW-TRK-0000835,KW-O-000835,IndiaPost,exception,2026-06-13T23:02,Jenniferside
KW-TRK-0000836,KW-O-000836,IndiaPost,exception,2026-07-26T21:28,Oliviaburgh
KW-TRK-0000837,KW-O-000837,Delhivery,delivery_attempted,2026-06-14T10:43,South Roger
KW-TRK-0000838,KW-O-000838,Bluedart,in_transit,2026-06-30T05:38,Ramirezview
KW-TRK-0000839,KW-O-000839,IndiaPost,delivery_attempted,2026-06-18T22:28,Lake Lauren
KW-TRK-0000840,KW-O-000840,Bluedart,delivery_attempted,2026-06-22T06:37,East Richardfurt
KW-TRK-0000841,KW-O-000841,Ecom Express,delivery_attempted,2026-07-24T16:12,Hoshire
KW-TRK-0000842,KW-O-000842,IndiaPost,out_for_delivery,2026-07-05T18:08,Port Heatherton
KW-TRK-0000843,KW-O-000843,Ecom Express,in_transit,2026-06-29T14:46,Lake Isabella
KW-TRK-0000844,KW-O-000844,Ecom Express,delivered,2026-07-12T21:58,New Timothyshire
KW-TRK-0000845,KW-O-000845,Ecom Express,delivery_attempted,2026-06-21T05:02,North April
KW-TRK-0000846,KW-O-000846,Bluedart,exception,2026-06-11T20:41,Port David
