order_ref,customer_ref,sku,quantity,order_value_inr,placed_at,payment_method,status,delivery_promise_days,actual_delivery_days
KW-O-000529,KW-C-00022,KW-SKU-000039,1,1499,2026-06-23T19:07,upi,delivered,5,
KW-O-000530,KW-C-00297,KW-SKU-000416,1,299,2026-01-22T20:59,upi,shipped,2,3
KW-O-000531,KW-C-00315,KW-SKU-000439,1,799,2026-03-07T06:35,cod,shipped,10,4
KW-O-000532,KW-C-00159,KW-SKU-000006,1,54999,2025-07-12T03:08,wallet,delivered,5,2
KW-O-000533,KW-C-00020,KW-SKU-000438,1,1499,2025-11-25T21:28,cod,returned,2,14
KW-O-000534,KW-C-00147,KW-SKU-000347,2,2999,2026-05-27T09:15,cod,shipped,7,4
KW-O-000535,KW-C-00022,KW-SKU-000290,1,1499,2025-10-05T18:21,upi,delivered,2,3
KW-O-000536,KW-C-00217,KW-SKU-000421,1,299,2026-04-24T18:11,card,shipped,2,14
KW-O-000537,KW-C-00173,KW-SKU-000522,1,1499,2026-03-10T17:38,card,delivered,5,3
KW-O-000538,KW-C-00233,KW-SKU-000142,2,2999,2026-04-30T08:45,upi,cancelled,2,3
KW-O-000539,KW-C-00370,KW-SKU-000321,1,299,2026-05-26T13:07,cod,delivered,7,
KW-O-000540,KW-C-00218,KW-SKU-000592,1,54999,2025-07-09T17:46,netbanking,delivered,3,2
KW-O-000541,KW-C-00046,KW-SKU-000392,1,2999,2026-07-18T06:02,cod,returned,5,4
KW-O-000542,KW-C-00389,KW-SKU-000236,1,12999,2025-12-02T17:43,card,delivered,10,9
KW-O-000543,KW-C-00445,KW-SKU-000428,1,299,2025-08-09T23:44,cod,delivered,3,3
KW-O-000544,KW-C-00361,KW-SKU-000540,1,1499,2025-08-30T11:21,card,delivered,5,14
KW-O-000545,KW-C-00401,KW-SKU-000342,1,12999,2026-07-22T17:36,wallet,delivered,3,1
KW-O-000546,KW-C-00035,KW-SKU-000066,1,6499,2026-01-29T22:54,upi,placed,5,2
KW-O-000547,KW-C-00310,KW-SKU-000226,1,24999,2025-07-16T03:16,wallet,delivered,3,14
KW-O-000548,KW-C-00391,KW-SKU-000243,1,54999,2025-11-12T02:44,wallet,delivered,5,4
KW-O-000549,KW-C-00358,KW-SKU-000054,1,6499,2026-06-03T21:50,card,delivered,5,4
KW-O-000550,KW-C-00475,KW-SKU-000459,1,1499,2026-05-23T13:12,card,delivered,5,
KW-O-000551,KW-C-00056,KW-SKU-000188,1,1499,2025-07-25T03:12,upi,delivered,3,4
KW-O-000552,KW-C-00047,KW-SKU-000459,1,12999,2026-06-07T23:29,upi,shipped,7,
KW-O-000553,KW-C-00018,KW-SKU-000363,1,54999,2026-03-25T15:03,netbanking,delivered,10,4
KW-O-000554,KW-C-00390,KW-SKU-000070,3,12999,2025-07-01T02:03,wallet,cancelled,10,2
KW-O-000555,KW-C-00310,KW-SKU-000561,1,799,2026-03-28T07:20,upi,shipped,7,6
KW-O-000556,KW-C-00014,KW-SKU-000531,1,6499,2026-06-30T09:36,wallet,placed,5,6
KW-O-000557,KW-C-00423,KW-SKU-000152,3,12999,2026-03-10T01:37,upi,returned,5,
KW-O-000558,KW-C-00339,KW-SKU-000509,2,24999,2025-06-24T00:56,cod,placed,5,14
KW-O-000559,KW-C-00445,KW-SKU-000012,1,12999,2025-10-25T03:04,upi,delivered,3,
KW-O-000560,KW-C-00297,KW-SKU-000163,1,1499,2025-09-01T07:50,netbanking,delivered,7,2
KW-O-000561,KW-C-00287,KW-SKU-000446,1,299,2025-09-09T13:50,wallet,placed,10,4
KW-O-000562,KW-C-00429,KW-SKU-000003,1,799,2026-05-12T00:43,upi,cancelled,2,2
KW-O-000563,KW-C-00025,KW-SKU-000050,2,1499,2026-06-05T09:05,upi,delivered,3,1
KW-O-000564,KW-C-00475,KW-SKU-000536,1,54999,2026-03-02T03:09,cod,delivered,2,6
KW-O-000565,KW-C-00068,KW-SKU-000394,1,799,2026-06-02T21:18,card,delivered,10,14
KW-O-000566,KW-C-00222,KW-SKU-000028,3,54999,2026-01-30T23:33,card,delivered,10,9
KW-O-000567,KW-C-00356,KW-SKU-000576,1,1499,2026-04-06T13:31,card,delivered,2,4
KW-O-000568,KW-C-00205,KW-SKU-000245,2,54999,2026-03-20T12:22,cod,delivered,10,3
KW-O-000569,KW-C-00022,KW-SKU-000049,1,799,2026-03-07T13:16,upi,delivered,10,14
KW-O-000570,KW-C-00096,KW-SKU-000371,1,1499,2026-06-09T16:11,wallet,delivered,7,6
KW-O-000571,KW-C-00230,KW-SKU-000288,1,2999,2026-07-08T04:29,upi,returned,10,9
KW-O-000572,KW-C-00110,KW-SKU-000549,1,24999,2026-01-31T17:56,upi,delivered,2,3
KW-O-000573,KW-C-00074,KW-SKU-000036,2,2999,2026-03-06T17:55,card,delivered,5,14
KW-O-000574,KW-C-00076,KW-SKU-000390,2,799,2025-09-10T23:32,upi,delivered,10,4
KW-O-000575,KW-C-00189,KW-SKU-000244,1,2999,2025-11-18T02:56,upi,delivered,10,
KW-O-000576,KW-C-00020,KW-SKU-000328,1,1499,2025-11-22T17:30,upi,delivered,7,9
KW-O-000577,KW-C-00120,KW-SKU-000337,2,1499,2025-12-04T16:27,upi,shipped,3,6
KW-O-000578,KW-C-00129,KW-SKU-000491,1,799,2026-06-23T17:09,card,shipped,10,4
KW-O-000579,KW-C-00381,KW-SKU-000377,1,2999,2026-01-18T22:07,upi,shipped,3,3
KW-O-000580,KW-C-00042,KW-SKU-000451,1,24999,2025-11-26T01:15,upi,returned,3,6
KW-O-000581,KW-C-00191,KW-SKU-000056,1,54999,2026-05-14T15:34,wallet,delivered,7,2
KW-O-000582,KW-C-00153,KW-SKU-000208,1,1499,2026-05-29T15:25,upi,shipped,5,4
KW-O-000583,KW-C-00126,KW-SKU-000514,2,799,2026-03-06T00:39,card,delivered,5,1
KW-O-000584,KW-C-00460,KW-SKU-000470,1,6499,2025-09-24T16:15,upi,delivered,3,14
KW-O-000585,KW-C-00230,KW-SKU-000360,3,1499,2026-03-24T05:12,cod,delivered,3,2
KW-O-000586,KW-C-00274,KW-SKU-000386,2,54999,2026-04-19T10:50,netbanking,delivered,10,9
KW-O-000587,KW-C-00008,KW-SKU-000409,1,6499,2026-02-14T10:21,card,returned,5,6
KW-O-000588,KW-C-00030,KW-SKU-000069,1,1499,2025-08-28T19:52,cod,delivered,10,
KW-O-000589,KW-C-00318,KW-SKU-000197,1,1499,2025-12-26T16:00,card,returned,2,2
KW-O-000590,KW-C-00279,KW-SKU-000425,1,799,2026-07-04T13:34,card,shipped,10,4
KW-O-000591,KW-C-00229,KW-SKU-000328,1,6499,2026-03-21T12:54,cod,cancelled,2,2
KW-O-000592,KW-C-00166,KW-SKU-000511,1,2999,2025-08-15T14:55,card,delivered,2,2
KW-O-000593,KW-C-00146,KW-SKU-000165,1,6499,2026-04-23T09:54,cod,delivered,5,6
KW-O-000594,KW-C-00083,KW-SKU-000003,2,799,2026-04-26T16:00,cod,delivered,5,14
KW-O-000595,KW-C-00073,KW-SKU-000255,1,299,2025-10-17T02:53,upi,cancelled,7,4
KW-O-000596,KW-C-00117,KW-SKU-000282,1,299,2026-01-22T14:08,cod,delivered,5,6
KW-O-000597,KW-C-00350,KW-SKU-000050,1,299,2026-06-09T05:01,upi,delivered,3,2
KW-O-000598,KW-C-00226,KW-SKU-000591,3,12999,2025-07-17T08:29,card,shipped,3,2
KW-O-000599,KW-C-00323,KW-SKU-000087,1,299,2025-12-26T03:15,cod,shipped,2,
KW-O-000600,KW-C-00204,KW-SKU-000068,1,299,2026-02-24T20:55,cod,delivered,5,2
KW-O-000601,KW-C-00374,KW-SKU-000343,1,2999,2026-07-23T02:12,card,shipped,7,9
KW-O-000602,KW-C-00071,KW-SKU-000530,1,799,2025-06-16T22:54,upi,delivered,5,2
KW-O-000603,KW-C-00331,KW-SKU-000101,1,54999,2026-05-14T13:06,upi,delivered,5,3
KW-O-000604,KW-C-00303,KW-SKU-000182,1,799,2026-01-29T12:18,upi,shipped,5,3
KW-O-000605,KW-C-00257,KW-SKU-000115,1,6499,2026-01-03T08:24,card,shipped,10,9
KW-O-000606,KW-C-00461,KW-SKU-000591,1,799,2026-04-11T13:21,card,shipped,5,3
KW-O-000607,KW-C-00463,KW-SKU-000123,2,299,2025-06-11T19:39,card,delivered,2,3
KW-O-000608,KW-C-00317,KW-SKU-000518,1,6499,2025-07-17T11:39,upi,returned,10,14
KW-O-000609,KW-C-00186,KW-SKU-000304,1,1499,2026-04-16T14:02,upi,returned,10,2
KW-O-000610,KW-C-00338,KW-SKU-000394,1,12999,2025-12-16T10:52,netbanking,returned,7,6
KW-O-000611,KW-C-00355,KW-SKU-000590,1,12999,2026-01-05T12:09,card,shipped,2,1
KW-O-000612,KW-C-00050,KW-SKU-000195,1,12999,2025-08-20T05:51,cod,shipped,5,14
KW-O-000613,KW-C-00392,KW-SKU-000174,2,2999,2026-07-26T20:24,card,delivered,2,3
KW-O-000614,KW-C-00451,KW-SKU-000257,1,24999,2025-09-29T23:33,upi,shipped,3,3
KW-O-000615,KW-C-00071,KW-SKU-000320,1,6499,2025-06-15T03:55,card,delivered,7,1
KW-O-000616,KW-C-00242,KW-SKU-000394,1,1499,2026-05-21T11:50,upi,delivered,10,
KW-O-000617,KW-C-00362,KW-SKU-000404,2,6499,2026-05-04T17:31,card,delivered,7,
KW-O-000618,KW-C-00038,KW-SKU-000040,1,12999,2025-09-19T12:41,card,delivered,2,1
KW-O-000619,KW-C-00426,KW-SKU-000223,1,12999,2025-12-11T15:27,cod,placed,10,
KW-O-000620,KW-C-00145,KW-SKU-000473,2,1499,2025-09-27T17:18,upi,shipped,5,6
KW-O-000621,KW-C-00223,KW-SKU-000544,1,2999,2025-07-27T15:40,upi,delivered,7,4
KW-O-000622,KW-C-00358,KW-SKU-000189,1,799,2026-02-10T04:45,cod,shipped,10,4
KW-O-000623,KW-C-00331,KW-SKU-000196,3,1499,2026-03-30T13:26,wallet,delivered,7,1
KW-O-000624,KW-C-00452,KW-SKU-000040,1,2999,2026-06-13T17:30,upi,cancelled,3,2
KW-O-000625,KW-C-00314,KW-SKU-000376,1,799,2026-07-17T02:20,cod,delivered,10,3
KW-O-000626,KW-C-00333,KW-SKU-000195,1,6499,2025-08-09T04:37,wallet,delivered,5,1
KW-O-000627,KW-C-00437,KW-SKU-000003,1,12999,2026-06-06T21:04,card,delivered,5,6
KW-O-000628,KW-C-00101,KW-SKU-000354,1,24999,2026-04-13T16:11,wallet,delivered,2,4
KW-O-000629,KW-C-00415,KW-SKU-000333,2,12999,2025-06-16T07:05,card,delivered,5,6
KW-O-000630,KW-C-00142,KW-SKU-000175,1,12999,2026-03-13T05:09,upi,delivered,3,4
KW-O-000631,KW-C-00380,KW-SKU-000335,1,12999,2025-07-04T05:24,card,delivered,3,9
KW-O-000632,KW-C-00471,KW-SKU-000101,1,24999,2025-08-31T14:35,upi,delivered,3,14
KW-O-000633,KW-C-00205,KW-SKU-000364,1,299,2025-12-02T12:55,netbanking,delivered,2,6
KW-O-000634,KW-C-00251,KW-SKU-000243,1,1499,2025-07-27T18:33,card,delivered,7,
KW-O-000635,KW-C-00402,KW-SKU-000477,2,299,2026-07-02T13:04,netbanking,shipped,3,4
KW-O-000636,KW-C-00071,KW-SKU-000528,1,799,2025-09-02T09:31,cod,cancelled,10,4
KW-O-000637,KW-C-00483,KW-SKU-000314,1,12999,2026-03-08T19:04,cod,returned,2,2
KW-O-000638,KW-C-00225,KW-SKU-000324,2,24999,2025-10-10T14:34,card,cancelled,3,2
KW-O-000639,KW-C-00156,KW-SKU-000210,1,799,2025-08-14T11:27,cod,returned,10,14
KW-O-000640,KW-C-00498,KW-SKU-000246,1,24999,2025-10-11T04:24,wallet,delivered,10,6
KW-O-000641,KW-C-00013,KW-SKU-000240,2,799,2025-06-27T20:08,upi,placed,7,6
KW-O-000642,KW-C-00366,KW-SKU-000094,1,299,2026-03-23T11:44,card,delivered,5,2
KW-O-000643,KW-C-00012,KW-SKU-000557,1,299,2025-12-20T18:02,card,delivered,7,2
KW-O-000644,KW-C-00324,KW-SKU-000563,1,54999,2026-05-03T04:20,upi,delivered,3,2
KW-O-000645,KW-C-00290,KW-SKU-000587,1,299,2026-01-12T01:27,card,shipped,2,6
KW-O-000646,KW-C-00329,KW-SKU-000318,1,6499,2025-10-31T04:07,card,shipped,5,3
KW-O-000647,KW-C-00022,KW-SKU-000421,1,299,2025-08-27T12:31,cod,delivered,7,1
KW-O-000648,KW-C-00006,KW-SKU-000299,1,799,2025-07-28T08:32,card,delivered,7,6
KW-O-000649,KW-C-00024,KW-SKU-000483,1,1499,2025-09-18T19:14,wallet,shipped,3,9
KW-O-000650,KW-C-00386,KW-SKU-000475,1,799,2026-05-02T03:11,upi,delivered,2,
KW-O-000651,KW-C-00251,KW-SKU-000433,1,54999,2026-05-25T23:20,cod,cancelled,3,
KW-O-000652,KW-C-00336,KW-SKU-000078,1,2999,2026-06-03T07:59,upi,shipped,10,4
KW-O-000653,KW-C-00329,KW-SKU-000164,1,54999,2026-05-27T22:14,card,delivered,2,6
KW-O-000654,KW-C-00174,KW-SKU-000513,1,799,2026-02-10T05:10,upi,delivered,3,6
KW-O-000655,KW-C-00275,KW-SKU-000568,2,299,2025-09-03T12:13,upi,returned,7,6
KW-O-000656,KW-C-00126,KW-SKU-000109,1,54999,2025-07-08T11:35,cod,delivered,10,4
KW-O-000657,KW-C-00392,KW-SKU-000552,1,2999,2025-08-28T17:47,upi,delivered,2,9
KW-O-000658,KW-C-00423,KW-SKU-000313,1,2999,2026-01-10T00:35,upi,delivered,10,9
KW-O-000659,KW-C-00015,KW-SKU-000420,1,12999,2025-12-19T20:19,cod,cancelled,2,3
KW-O-000660,KW-C-00378,KW-SKU-000479,3,799,2025-07-19T17:44,wallet,shipped,10,6
KW-O-000661,KW-C-00028,KW-SKU-000354,1,12999,2025-10-29T18:38,wallet,delivered,5,6
KW-O-000662,KW-C-00479,KW-SKU-000036,1,24999,2026-01-12T17:36,upi,delivered,10,3
KW-O-000663,KW-C-00499,KW-SKU-000108,1,299,2025-09-20T13:29,wallet,delivered,3,1
KW-O-000664,KW-C-00011,KW-SKU-000317,1,799,2026-01-08T16:58,netbanking,delivered,5,14
KW-O-000665,KW-C-00352,KW-SKU-000454,1,54999,2025-08-28T10:27,upi,placed,5,2
KW-O-000666,KW-C-00487,KW-SKU-000318,1,24999,2025-06-25T05:29,upi,delivered,5,6
KW-O-000667,KW-C-00491,KW-SKU-000443,1,6499,2025-10-01T01:20,upi,returned,7,1
KW-O-000668,KW-C-00288,KW-SKU-000561,1,799,2025-12-25T08:39,card,placed,2,
KW-O-000669,KW-C-00398,KW-SKU-000014,1,1499,2026-06-04T11:37,upi,delivered,5,6
KW-O-000670,KW-C-00402,KW-SKU-000029,1,1499,2025-11-28T11:03,upi,delivered,7,
KW-O-000671,KW-C-00307,KW-SKU-000061,1,299,2025-12-23T12:01,card,returned,10,2
KW-O-000672,KW-C-00226,KW-SKU-000512,2,1499,2026-06-02T19:17,card,cancelled,3,6
KW-O-000673,KW-C-00011,KW-SKU-000289,2,799,2026-06-05T04:40,card,returned,3,1
KW-O-000674,KW-C-00261,KW-SKU-000436,1,6499,2025-08-18T19:12,card,delivered,5,9
KW-O-000675,KW-C-00417,KW-SKU-000380,1,799,2026-03-28T17:14,card,delivered,2,
KW-O-000676,KW-C-00011,KW-SKU-000251,1,54999,2025-07-21T13:07,card,delivered,3,9
KW-O-000677,KW-C-00412,KW-SKU-000480,1,12999,2026-03-30T13:33,card,shipped,2,3
KW-O-000678,KW-C-00063,KW-SKU-000074,2,6499,2025-11-13T23:53,card,placed,10,1
KW-O-000679,KW-C-00014,KW-SKU-000388,1,799,2025-09-22T04:20,card,delivered,10,4
KW-O-000680,KW-C-00401,KW-SKU-000033,1,1499,2025-07-18T08:28,card,returned,5,6
KW-O-000681,KW-C-00331,KW-SKU-000434,1,54999,2025-10-12T17:15,upi,returned,5,4
KW-O-000682,KW-C-00342,KW-SKU-000139,1,24999,2025-12-30T14:32,card,delivered,2,9
KW-O-000683,KW-C-00138,KW-SKU-000145,1,799,2026-02-04T00:00,upi,cancelled,5,9
KW-O-000684,KW-C-00224,KW-SKU-000324,1,1499,2025-11-17T05:14,upi,shipped,10,9
KW-O-000685,KW-C-00273,KW-SKU-000109,1,6499,2025-07-23T23:58,netbanking,shipped,3,3
KW-O-000686,KW-C-00177,KW-SKU-000568,1,2999,2025-11-05T17:20,cod,delivered,3,9
KW-O-000687,KW-C-00260,KW-SKU-000530,1,299,2025-10-18T12:01,cod,delivered,2,
KW-O-000688,KW-C-00045,KW-SKU-000599,1,54999,2026-07-07T07:45,cod,delivered,5,3
KW-O-000689,KW-C-00092,KW-SKU-000287,1,54999,2026-03-12T12:59,upi,delivered,5,6
KW-O-000690,KW-C-00135,KW-SKU-000251,1,24999,2026-04-06T16:47,card,placed,7,1
KW-O-000691,KW-C-00290,KW-SKU-000544,2,1499,2026-04-03T14:28,upi,delivered,3,
KW-O-000692,KW-C-00412,KW-SKU-000373,2,54999,2026-03-17T05:19,upi,delivered,10,9
KW-O-000693,KW-C-00334,KW-SKU-000388,1,799,2026-01-18T19:43,card,placed,5,1
KW-O-000694,KW-C-00080,KW-SKU-000369,1,12999,2026-06-05T17:12,wallet,delivered,2,2
KW-O-000695,KW-C-00030,KW-SKU-000587,2,2999,2026-05-10T13:57,card,delivered,5,
KW-O-000696,KW-C-00225,KW-SKU-000577,1,1499,2025-07-01T12:24,upi,returned,2,
KW-O-000697,KW-C-00103,KW-SKU-000127,1,299,2026-01-23T18:56,card,delivered,3,6
KW-O-000698,KW-C-00345,KW-SKU-000520,2,6499,2025-12-15T20:33,netbanking,returned,7,9
KW-O-000699,KW-C-00351,KW-SKU-000248,1,54999,2025-10-05T23:53,upi,delivered,7,6
KW-O-000700,KW-C-00474,KW-SKU-000313,1,12999,2026-02-23T10:47,wallet,delivered,7,2
KW-O-000701,KW-C-00229,KW-SKU-000197,1,54999,2025-10-19T23:33,wallet,delivered,3,
KW-O-000702,KW-C-00270,KW-SKU-000234,1,1499,2025-08-29T01:45,netbanking,delivered,2,3
KW-O-000703,KW-C-00307,KW-SKU-000213,1,1499,2025-11-20T00:46,upi,shipped,7,6
KW-O-000704,KW-C-00392,KW-SKU-000283,3,6499,2025-06-30T23:40,wallet,delivered,5,2
KW-O-000705,KW-C-00083,KW-SKU-000565,1,799,2025-08-09T02:38,netbanking,returned,5,1
KW-O-000706,KW-C-00362,KW-SKU-000134,1,1499,2025-09-20T21:33,card,delivered,5,9
KW-O-000707,KW-C-00086,KW-SKU-000538,3,1499,2026-03-11T06:46,upi,returned,7,
KW-O-000708,KW-C-00406,KW-SKU-000279,1,2999,2026-06-16T09:10,upi,delivered,3,
KW-O-000709,KW-C-00374,KW-SKU-000136,1,2999,2025-11-04T16:35,upi,delivered,10,3
KW-O-000710,KW-C-00422,KW-SKU-000352,1,299,2025-08-08T08:47,card,placed,7,3
KW-O-000711,KW-C-00131,KW-SKU-000198,2,6499,2025-07-29T23:14,netbanking,delivered,7,14
KW-O-000712,KW-C-00110,KW-SKU-000508,1,12999,2026-02-28T23:56,upi,shipped,2,9
KW-O-000713,KW-C-00002,KW-SKU-000573,1,2999,2025-10-26T08:41,card,delivered,2,9
KW-O-000714,KW-C-00243,KW-SKU-000214,2,54999,2025-07-17T13:29,upi,delivered,3,2
KW-O-000715,KW-C-00313,KW-SKU-000487,3,6499,2025-09-16T11:42,netbanking,delivered,10,9
KW-O-000716,KW-C-00457,KW-SKU-000163,1,54999,2025-07-17T12:13,upi,returned,10,1
KW-O-000717,KW-C-00076,KW-SKU-000421,1,299,2026-07-20T12:45,card,placed,3,3
KW-O-000718,KW-C-00287,KW-SKU-000489,1,1499,2025-06-28T17:59,netbanking,shipped,10,6
KW-O-000719,KW-C-00092,KW-SKU-000251,1,12999,2026-03-04T00:42,upi,delivered,3,4
KW-O-000720,KW-C-00038,KW-SKU-000335,2,54999,2025-11-17T06:11,netbanking,shipped,5,
KW-O-000721,KW-C-00101,KW-SKU-000171,1,299,2025-06-30T07:57,cod,cancelled,10,6
KW-O-000722,KW-C-00238,KW-SKU-000344,1,6499,2025-07-29T10:40,card,delivered,2,1
KW-O-000723,KW-C-00262,KW-SKU-000559,1,12999,2026-05-18T00:12,upi,delivered,5,9
KW-O-000724,KW-C-00486,KW-SKU-000005,1,799,2026-02-24T23:20,upi,placed,10,
KW-O-000725,KW-C-00461,KW-SKU-000254,1,6499,2025-10-22T01:25,upi,shipped,3,14
KW-O-000726,KW-C-00053,KW-SKU-000553,2,6499,2026-02-25T18:35,wallet,shipped,5,4
KW-O-000727,KW-C-00391,KW-SKU-000331,2,6499,2026-01-03T09:26,cod,shipped,7,14
KW-O-000728,KW-C-00339,KW-SKU-000198,2,2999,2025-12-26T22:29,cod,cancelled,2,14
KW-O-000729,KW-C-00229,KW-SKU-000262,3,54999,2026-03-27T17:04,upi,delivered,7,9
KW-O-000730,KW-C-00161,KW-SKU-000457,1,799,2026-07-26T06:56,netbanking,shipped,7,14
KW-O-000731,KW-C-00328,KW-SKU-000154,3,6499,2026-05-28T21:42,netbanking,delivered,10,4
KW-O-000732,KW-C-00275,KW-SKU-000324,1,54999,2026-05-22T21:55,card,returned,5,4
KW-O-000733,KW-C-00220,KW-SKU-000272,1,1499,2025-08-31T10:30,cod,delivered,3,
KW-O-000734,KW-C-00138,KW-SKU-000450,1,299,2025-06-18T16:58,upi,delivered,7,9
KW-O-000735,KW-C-00410,KW-SKU-000521,2,12999,2025-07-30T09:41,upi,delivered,7,3
KW-O-000736,KW-C-00426,KW-SKU-000225,1,1499,2025-07-16T08:18,upi,shipped,5,
KW-O-000737,KW-C-00072,KW-SKU-000372,1,54999,2025-09-06T21:08,netbanking,returned,3,4
KW-O-000738,KW-C-00013,KW-SKU-000565,1,54999,2025-06-11T03:35,upi,cancelled,5,2
KW-O-000739,KW-C-00119,KW-SKU-000145,1,1499,2026-03-19T18:01,upi,delivered,2,1
KW-O-000740,KW-C-00401,KW-SKU-000000,2,12999,2026-07-31T12:50,cod,delivered,3,14
KW-O-000741,KW-C-00357,KW-SKU-000210,1,6499,2025-07-13T05:48,card,cancelled,3,14
KW-O-000742,KW-C-00334,KW-SKU-000193,1,12999,2026-02-25T04:49,upi,returned,5,
KW-O-000743,KW-C-00417,KW-SKU-000028,1,299,2026-05-16T01:23,upi,placed,5,14
KW-O-000744,KW-C-00425,KW-SKU-000284,1,2999,2025-08-23T12:19,cod,placed,2,6
KW-O-000745,KW-C-00373,KW-SKU-000499,3,6499,2025-08-08T00:05,card,delivered,2,14
KW-O-000746,KW-C-00257,KW-SKU-000469,1,799,2025-12-09T12:22,cod,cancelled,7,6
KW-O-000747,KW-C-00378,KW-SKU-000332,1,12999,2025-06-12T04:47,cod,delivered,2,3
KW-O-000748,KW-C-00389,KW-SKU-000552,1,6499,2026-01-18T23:45,card,shipped,10,9
KW-O-000749,KW-C-00321,KW-SKU-000065,1,54999,2025-12-06T00:35,card,shipped,5,3
KW-O-000750,KW-C-00324,KW-SKU-000164,1,2999,2025-08-10T04:31,upi,delivered,10,3
KW-O-000751,KW-C-00160,KW-SKU-000576,1,299,2025-09-10T15:47,upi,delivered,3,3
KW-O-000752,KW-C-00148,KW-SKU-000279,2,6499,2025-06-12T14:17,cod,delivered,7,
KW-O-000753,KW-C-00186,KW-SKU-000272,1,54999,2025-08-01T13:51,upi,delivered,2,6
KW-O-000754,KW-C-00213,KW-SKU-000561,1,2999,2026-02-07T13:09,upi,cancelled,7,6
KW-O-000755,KW-C-00225,KW-SKU-000410,1,54999,2026-03-22T05:10,wallet,delivered,5,
KW-O-000756,KW-C-00197,KW-SKU-000410,2,54999,2026-05-09T17:08,netbanking,placed,5,3
KW-O-000757,KW-C-00256,KW-SKU-000350,2,1499,2025-06-13T21:58,upi,delivered,5,3
KW-O-000758,KW-C-00251,KW-SKU-000372,1,54999,2025-08-01T05:15,upi,delivered,10,
KW-O-000759,KW-C-00239,KW-SKU-000369,1,6499,2025-09-26T21:44,card,placed,2,9
KW-O-000760,KW-C-00212,KW-SKU-000174,1,54999,2025-07-08T21:41,cod,delivered,10,14
KW-O-000761,KW-C-00017,KW-SKU-000063,1,54999,2026-01-07T11:06,card,delivered,7,4
KW-O-000762,KW-C-00125,KW-SKU-000166,2,799,2025-07-06T10:36,card,placed,2,4
KW-O-000763,KW-C-00123,KW-SKU-000020,2,799,2025-12-10T01:30,cod,delivered,10,6
KW-O-000764,KW-C-00205,KW-SKU-000362,1,12999,2025-06-24T00:53,upi,delivered,5,3
KW-O-000765,KW-C-00182,KW-SKU-000157,1,799,2026-01-18T06:35,upi,delivered,7,
KW-O-000766,KW-C-00177,KW-SKU-000465,1,2999,2025-12-20T20:21,upi,returned,10,4
KW-O-000767,KW-C-00233,KW-SKU-000091,1,12999,2026-07-02T00:49,upi,delivered,7,14
KW-O-000768,KW-C-00336,KW-SKU-000208,2,12999,2025-12-16T13:40,wallet,delivered,7,6
KW-O-000769,KW-C-00237,KW-SKU-000546,2,12999,2025-07-30T10:03,netbanking,delivered,2,2
KW-O-000770,KW-C-00396,KW-SKU-000442,1,24999,2025-09-01T11:13,netbanking,delivered,7,14
KW-O-000771,KW-C-00303,KW-SKU-000200,1,6499,2025-10-15T22:59,card,delivered,5,2
KW-O-000772,KW-C-00494,KW-SKU-000468,1,54999,2026-06-19T06:38,upi,delivered,2,2
KW-O-000773,KW-C-00067,KW-SKU-000506,2,299,2025-06-10T10:09,upi,returned,5,3
KW-O-000774,KW-C-00096,KW-SKU-000552,3,54999,2025-06-14T09:18,card,cancelled,2,9
KW-O-000775,KW-C-00292,KW-SKU-000042,1,12999,2025-08-04T19:25,wallet,delivered,5,6
KW-O-000776,KW-C-00352,KW-SKU-000187,1,799,2026-04-27T07:47,upi,delivered,3,4
KW-O-000777,KW-C-00347,KW-SKU-000361,1,1499,2025-11-19T03:31,card,delivered,7,3
KW-O-000778,KW-C-00123,KW-SKU-000551,1,6499,2026-02-13T06:45,card,placed,7,9
KW-O-000779,KW-C-00483,KW-SKU-000539,2,799,2026-02-05T18:37,upi,cancelled,2,3
KW-O-000780,KW-C-00270,KW-SKU-000304,1,12999,2026-01-13T06:02,card,delivered,2,4
KW-O-000781,KW-C-00482,KW-SKU-000188,1,54999,2025-12-16T00:47,card,delivered,2,6
KW-O-000782,KW-C-00044,KW-SKU-000024,2,299,2025-11-11T10:29,upi,shipped,10,3
KW-O-000783,KW-C-00346,KW-SKU-000336,1,2999,2025-12-07T09:04,netbanking,shipped,7,
KW-O-000784,KW-C-00250,KW-SKU-000446,1,6499,2025-11-25T17:30,upi,placed,3,
KW-O-000785,KW-C-00243,KW-SKU-000230,1,6499,2026-03-11T15:21,upi,shipped,7,2
KW-O-000786,KW-C-00465,KW-SKU-000398,1,799,2025-10-24T23:18,upi,delivered,10,4
KW-O-000787,KW-C-00310,KW-SKU-000272,1,299,2025-09-14T10:27,cod,returned,5,1
KW-O-000788,KW-C-00106,KW-SKU-000260,2,2999,2025-08-22T15:59,upi,delivered,7,3
KW-O-000789,KW-C-00316,KW-SKU-000552,3,12999,2026-06-09T09:57,upi,cancelled,7,
KW-O-000790,KW-C-00110,KW-SKU-000578,1,1499,2025-11-01T03:10,upi,delivered,2,4
KW-O-000791,KW-C-00470,KW-SKU-000114,1,799,2026-05-22T20:09,card,delivered,10,4
KW-O-000792,KW-C-00161,KW-SKU-000473,1,799,2026-03-16T00:56,netbanking,delivered,2,2
KW-O-000793,KW-C-00481,KW-SKU-000191,3,299,2026-04-30T16:52,cod,delivered,5,2
